"RelativePath","Extension","Signals","Priority","RecommendedAction","PassFailRule"
"backend\src\game\ai_dataset_export_v2_schema.json",".json","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\ai_dataset_export_v2_test.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_monthly_report_generator_v2.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_monthly_report_generator_v2_test.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_monthly_report_v2_schema.json",".json","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_report_generator_v2.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_report_generator_v2_test.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_weekly_report_v2_schema.json",".json","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_export_service.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_persistence_service.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_persistence_store.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_route_registry.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_route_registry_test.js",".js","BALANCING_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_runtime_store.json",".json","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_dna_v2_schema.json",".json","BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_api_controller_v2.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_api_controller_v2_test.js",".js","BALANCING_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_orchestrator_v2.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_request_v2_schema.json",".json","BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_response_v2_schema.json",".json","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_service_v2.js",".js","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\recommendation_api_controller_v2.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\recommendation_service_v2.js",".js","BALANCING_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\user_skill_profile_v2_schema.json",".json","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\user_skill_progression_v2.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\user_skill_progression_v2_test.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\puzzles.json",".json","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\puzzles\_legacy\puzzles.json",".json","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\puzzles\index.json",".json","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\routes\progress.ts",".ts","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\routes\score.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\uxhelpers.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\api.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\App.backup.js",".js","UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\App.js",".js","UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\auth.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\dailyChallengeApi.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\DailyChallengeDetailPage.js",".js","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\DailyChallengeHomeCard.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ErrorBanner.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ErrorBoundary.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\GamePanel.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\HealthPanel.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\main.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\models.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ProgressPanel.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ResultBanner.js",".js","UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\adultsAgeMode.ts",".ts","BALANCING_SIGNAL|ADULTS_MODE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\adultsGameplayDepthProgress.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|ADULTS_MODE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\adultsGameplayRouting.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|ADULTS_MODE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\AdultsModeVisiblePanel.tsx",".tsx","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|ADULTS_MODE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\ageModeRegistry.ts",".ts","ADULTS_MODE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\appFlowAgeModes.ts",".ts","TARGET_PATH_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\index.ts",".ts","UX_SIGNAL|ADULTS_MODE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\api.ts",".ts","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\apiService.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\App.backup.tsx",".tsx","UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\App.css",".css","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\App.tsx",".tsx","UX_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\app\mindlab_kids_runtime.js",".js","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\auth.ts",".ts","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\DailyCompletionCard.tsx",".tsx","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ErrorBanner.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ErrorBoundary.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\GamePanel.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\HealthPanel.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ProgressPanel.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ResultBanner.tsx",".tsx","UX_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\dailyChallengeApi.ts",".ts","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\models.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_content_selector.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_pack_index.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_seed_puzzles.js",".js","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k1.js",".js","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k2.js",".js","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k3.js",".js","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k4.js",".js","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k5.js",".js","UX_SIGNAL|BALANCING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_adaptive_engine.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_backend_route_probe.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_browser_app.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_engine_test.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_game_logic.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_output_adapter.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_progress_store.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_safe_fetch.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_score_payload.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_score_submitter.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_state_sync.js",".js","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_state_tracker.js",".js","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\env.d.ts",".ts","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\env_probe.ts",".ts","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsGameplayContent.ts",".ts","BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsGameplayPanel.tsx",".tsx","UX_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsLanding.tsx",".tsx","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPersistence.ts",".ts","BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsPostSessionInsightPanel.tsx",".tsx","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPostSessionInsights.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsRouteConfig.ts",".ts","UX_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsScoring.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsSessionModes.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsSessionModeSelector.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsGameplayContent.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsGameplayPanel.tsx",".tsx","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsLanding.tsx",".tsx","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPersistence.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsPostSessionInsightPanel.tsx",".tsx","UX_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPostSessionInsights.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|POLISH_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsScoring.ts",".ts","UX_SIGNAL|BALANCING_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsSessionModes.ts",".ts","UX_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\index.css",".css","UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\lib\api.QUARANTINED.ts",".ts","POLISH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\lib\auth.ts",".ts","NO_POLISH_BALANCING_UX_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
