"RelativePath","Extension","Signals","Priority","RecommendedAction","PassFailRule"
"backend\src\routes\progress.ts",".ts","GAMEPLAY_SIGNAL|ROUTING_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\routes\score.js",".js","GAMEPLAY_SIGNAL|ROUTING_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\uxhelpers.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\api.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\App.backup.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\App.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\auth.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\dailyChallengeApi.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\DailyChallengeDetailPage.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\DailyChallengeHomeCard.js",".js","GAMEPLAY_SIGNAL|ROUTING_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ErrorBanner.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ErrorBoundary.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\GamePanel.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\HealthPanel.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\main.js",".js","GAMEPLAY_SIGNAL|ROUTING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\models.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ProgressPanel.js",".js","PROGRESS_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ResultBanner.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\adultsAgeMode.ts",".ts","GAMEPLAY_SIGNAL|ADULTS_MODE_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\AdultsModeVisiblePanel.tsx",".tsx","GAMEPLAY_SIGNAL|ADULTS_MODE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\ageModeRegistry.ts",".ts","ADULTS_MODE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\appFlowAgeModes.ts",".ts","ADULTS_MODE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ageModes\index.ts",".ts","ADULTS_MODE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\api.ts",".ts","PROGRESS_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\apiService.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\App.backup.tsx",".tsx","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\App.tsx",".tsx","GAMEPLAY_SIGNAL|ROUTING_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\app\mindlab_kids_runtime.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\auth.ts",".ts","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\DailyCompletionCard.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ErrorBanner.tsx",".tsx","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ErrorBoundary.tsx",".tsx","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\GamePanel.tsx",".tsx","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\HealthPanel.tsx",".tsx","ROUTING_SIGNAL|PROGRESS_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ProgressPanel.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ResultBanner.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\dailyChallengeApi.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","GAMEPLAY_SIGNAL|ROUTING_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\models.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_content_selector.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_pack_index.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_seed_puzzles.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k1.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k2.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k3.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k4.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k5.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_adaptive_engine.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_backend_route_probe.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_browser_app.js",".js","GAMEPLAY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_engine_test.js",".js","PROGRESS_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_game_logic.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_output_adapter.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_progress_store.js",".js","PROGRESS_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_safe_fetch.js",".js","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_score_payload.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_score_submitter.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_state_sync.js",".js","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_state_tracker.js",".js","PROGRESS_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\env.d.ts",".ts","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\env_probe.ts",".ts","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsGameplayContent.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsGameplayPanel.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsLanding.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPersistence.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsPostSessionInsightPanel.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPostSessionInsights.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsRouteConfig.ts",".ts","ROUTING_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsScoring.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsSessionModes.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsSessionModeSelector.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsGameplayContent.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsGameplayPanel.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsLanding.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPersistence.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsPostSessionInsightPanel.tsx",".tsx","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPostSessionInsights.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsScoring.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsSessionModes.ts",".ts","GAMEPLAY_SIGNAL|PROGRESS_SIGNAL|APP_SURFACE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\lib\api.QUARANTINED.ts",".ts","NO_GAMEPLAY_ROUTING_SIGNAL","P2","REVIEW_FOR_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
