"FileName","FullPath","Extension","LastWriteTime","NextUse"
"exact_source_lane_recovery_audit_2026-04-22.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_lane_recovery_audit_2026-04-22.csv",".csv","2026-04-22 19:38:04","REFERENCE"
"exact_source_lane_recovery_audit_2026-04-22.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_lane_recovery_audit_2026-04-22.txt",".txt","2026-04-22 19:38:04","REFERENCE"
"exact_source_missing_external_values_request_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_missing_external_values_request_2026-04-21.csv",".csv","2026-04-21 19:48:09","REFERENCE"
"exact_source_missing_external_values_request_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_missing_external_values_request_2026-04-21.txt",".txt","2026-04-21 19:48:09","REFERENCE"
"exact_source_proof_pack_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_proof_pack_2026-04-21.csv",".csv","2026-04-21 17:01:11","REFERENCE"
"exact_source_proof_pack_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_proof_pack_2026-04-21.txt",".txt","2026-04-21 16:26:36","REFERENCE"
"exact_source_raw_schema_snapshot_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_raw_schema_snapshot_2026-04-21.csv",".csv","2026-04-21 17:17:04","REFERENCE"
"exact_source_raw_schema_snapshot_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_raw_schema_snapshot_2026-04-21.txt",".txt","2026-04-21 17:16:07","REFERENCE"
"exact_source_remaining_review_queue_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_remaining_review_queue_2026-04-21.csv",".csv","2026-04-21 16:59:30","REFERENCE"
"exact_source_remaining_review_queue_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_remaining_review_queue_2026-04-21.txt",".txt","2026-04-21 16:59:30","REFERENCE"
"exact_source_request_keyset_normalized_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_request_keyset_normalized_2026-04-21.csv",".csv","2026-04-21 19:48:38","REFERENCE"
"exact_source_request_keyset_normalized_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_request_keyset_normalized_2026-04-21.txt",".txt","2026-04-21 19:48:38","REFERENCE"
"exact_source_review_diagnostics_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_review_diagnostics_2026-04-21.csv",".csv","2026-04-21 16:45:28","REFERENCE"
"exact_source_review_diagnostics_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_review_diagnostics_2026-04-21.txt",".txt","2026-04-21 16:44:33","REFERENCE"
"exact_source_review_file_manifest_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_review_file_manifest_2026-04-21.csv",".csv","2026-04-21 16:45:34","REFERENCE"
"exact_source_review_file_manifest_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_review_file_manifest_2026-04-21.txt",".txt","2026-04-21 16:44:19","REFERENCE"
"exact_source_root_cause_audit_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_root_cause_audit_2026-04-21.csv",".csv","2026-04-21 17:01:04","REFERENCE"
"exact_source_root_cause_audit_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_root_cause_audit_2026-04-21.txt",".txt","2026-04-21 16:19:54","REFERENCE"
"exact_source_schema_probe_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_schema_probe_2026-04-21.csv",".csv","2026-04-21 17:12:16","REFERENCE"
"exact_source_schema_probe_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\exact_source_schema_probe_2026-04-21.txt",".txt","2026-04-21 17:12:16","REFERENCE"
"external_approval_owner_request_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_approval_owner_request_2026-04-21.csv",".csv","2026-04-21 20:08:17","REFERENCE"
"external_approval_owner_request_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_approval_owner_request_2026-04-21.txt",".txt","2026-04-21 19:58:08","REFERENCE"
"external_approval_request_package_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_approval_request_package_2026-04-21.csv",".csv","2026-04-21 15:40:00","REFERENCE"
"external_approval_request_package_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_approval_request_package_2026-04-21.txt",".txt","2026-04-21 15:40:00","REFERENCE"
"external_approved_values_received_template_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_approved_values_received_template_2026-04-21.csv",".csv","2026-04-22 19:28:41","REFERENCE"
"external_approved_values_received_template_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_approved_values_received_template_2026-04-21.txt",".txt","2026-04-22 19:28:41","REFERENCE"
"external_direct_input_pack_ready_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_direct_input_pack_ready_2026-04-21.txt",".txt","2026-04-21 20:08:05","REFERENCE"
"external_repair_path_gate_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_repair_path_gate_2026-04-21.txt",".txt","2026-04-21 17:39:31","REFERENCE"
"external_repair_template_validation_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_repair_template_validation_2026-04-21.csv",".csv","2026-04-22 19:19:15","REFERENCE"
"external_repair_template_validation_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\external_repair_template_validation_2026-04-21.txt",".txt","2026-04-22 19:19:15","REFERENCE"
"final_lane_status_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\final_lane_status_2026-04-21.csv",".csv","2026-04-22 19:38:45","REFERENCE"
"final_lane_status_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\final_lane_status_2026-04-21.txt",".txt","2026-04-21 15:36:18","REFERENCE"
"game_workstream_transition_tracker_2026-04-22.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\game_workstream_transition_tracker_2026-04-22.csv",".csv","2026-04-22 19:43:38","PRIORITY_REVIEW"
"kids_apply_execution_order.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_apply_execution_order.txt",".txt","2026-04-13 21:09:07","REFERENCE"
"kids_apply_gate_rollup.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_apply_gate_rollup.csv",".csv","2026-04-13 21:09:07","REFERENCE"
"kids_area_readiness_summary.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_area_readiness_summary.csv",".csv","2026-04-14 19:51:31","REFERENCE"
"kids_exact_path_blocker_action_pack.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_exact_path_blocker_action_pack.csv",".csv","2026-04-16 21:32:39","REFERENCE"
"kids_exact_path_blocker_action_pack_summary.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_exact_path_blocker_action_pack_summary.txt",".txt","2026-04-16 21:32:39","REFERENCE"
"kids_exact_path_lookup_index.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_exact_path_lookup_index.csv",".csv","2026-04-14 20:36:16","REFERENCE"
"kids_final_unresolved_exact_path_blockers.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_final_unresolved_exact_path_blockers.csv",".csv","2026-04-16 21:50:13","REFERENCE"
"kids_global_apply_readiness_rollup.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_global_apply_readiness_rollup.csv",".csv","2026-04-14 19:45:47","REFERENCE"
"kids_global_readiness_decision_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_global_readiness_decision_log.csv",".csv","2026-04-14 19:56:50","REFERENCE"
"kids_governance_tracker_blockers.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_governance_tracker_blockers.csv",".csv","2026-04-16 21:50:13","PRIORITY_REVIEW"
"kids_manual_exact_path_intake_status.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_manual_exact_path_intake_status.csv",".csv","2026-04-14 20:23:25","REFERENCE"
"kids_manual_exact_path_validation.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_manual_exact_path_validation.csv",".csv","2026-04-14 20:55:42","REFERENCE"
"kids_next_action_execution_queue.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_next_action_execution_queue.csv",".csv","2026-04-14 19:56:50","REFERENCE"
"kids_next_apply_gate.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_next_apply_gate.txt",".txt","2026-04-14 19:51:31","REFERENCE"
"kids_pre_apply_snapshot_batch.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_pre_apply_snapshot_batch.csv",".csv","2026-04-14 19:16:11","REFERENCE"
"kids_pre_apply_snapshot_execution_precheck.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_pre_apply_snapshot_execution_precheck.csv",".csv","2026-04-14 19:28:23","REFERENCE"
"kids_pre_apply_snapshot_execution_queue.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_pre_apply_snapshot_execution_queue.csv",".csv","2026-04-13 21:26:25","REFERENCE"
"kids_pre_apply_snapshot_manifest.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_pre_apply_snapshot_manifest.csv",".csv","2026-04-13 21:18:11","REFERENCE"
"kids_pre_apply_snapshot_path_planner.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_pre_apply_snapshot_path_planner.csv",".csv","2026-04-14 19:21:57","REFERENCE"
"kids_repo_file_inventory.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_repo_file_inventory.csv",".csv","2026-04-14 20:36:16","REFERENCE"
"kids_snapshot_archive_task_template.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_archive_task_template.csv",".csv","2026-04-14 19:35:16","PRIORITY_REVIEW"
"kids_snapshot_archive_verification_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_archive_verification_log.csv",".csv","2026-04-14 19:39:53","REFERENCE"
"kids_snapshot_blockers.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_blockers.csv",".csv","2026-04-14 19:50:52","REFERENCE"
"kids_snapshot_blocker_resolution.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_blocker_resolution.csv",".csv","2026-04-14 19:56:12","REFERENCE"
"kids_snapshot_execution_status.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_execution_status.csv",".csv","2026-04-14 19:44:53","REFERENCE"
"kids_snapshot_output_register.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_output_register.csv",".csv","2026-04-14 19:40:59","REFERENCE"
"kids_snapshot_output_verification_queue.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_output_verification_queue.csv",".csv","2026-04-14 19:44:53","REFERENCE"
"kids_snapshot_path_plan.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_path_plan.csv",".csv","2026-04-16 21:50:13","REFERENCE"
"kids_snapshot_readiness_decision_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv",".csv","2026-04-14 19:56:12","REFERENCE"
"kids_snapshot_readiness_rollup.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv",".csv","2026-04-14 19:50:52","REFERENCE"
"kids_unified_readiness_blockers.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_unified_readiness_blockers.csv",".csv","2026-04-14 19:56:34","REFERENCE"
"machine_patch_blocker_handoff_manifest_2026-04-17.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\machine_patch_blocker_handoff_manifest_2026-04-17.txt",".txt","2026-04-17 16:44:33","REFERENCE"
"machine_patch_blocker_register.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\machine_patch_blocker_register.csv",".csv","2026-04-18 14:38:02","REFERENCE"
"machine_patch_blocker_summary.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\machine_patch_blocker_summary.txt",".txt","2026-04-17 16:40:20","REFERENCE"
"non_blocked_post_batch1_reassessment_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\non_blocked_post_batch1_reassessment_2026-04-21.csv",".csv","2026-04-21 15:31:06","REFERENCE"
"non_blocked_post_batch1_reassessment_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\non_blocked_post_batch1_reassessment_2026-04-21.txt",".txt","2026-04-21 15:31:06","REFERENCE"
"non_blocked_remaining_work_report_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\non_blocked_remaining_work_report_2026-04-20.csv",".csv","2026-04-20 18:31:45","REFERENCE"
"non_blocked_remaining_work_summary_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\non_blocked_remaining_work_summary_2026-04-20.txt",".txt","2026-04-20 18:31:45","REFERENCE"
"open_bundle_population_audit.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv",".csv","2026-04-17 16:40:20","REFERENCE"
"open_bundle_population_summary.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_summary.txt",".txt","2026-04-17 16:40:20","REFERENCE"
"targetintake_key_candidate_profile_2026-04-21.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\targetintake_key_candidate_profile_2026-04-21.csv",".csv","2026-04-21 17:33:04","REFERENCE"
"targetintake_key_candidate_profile_2026-04-21.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\targetintake_key_candidate_profile_2026-04-21.txt",".txt","2026-04-21 17:33:04","REFERENCE"
"target_match_columns_probe_2026-04-22.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\target_match_columns_probe_2026-04-22.csv",".csv","2026-04-22 19:28:09","REFERENCE"
"target_match_columns_probe_2026-04-22.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\target_match_columns_probe_2026-04-22.txt",".txt","2026-04-22 19:28:10","REFERENCE"
"target_match_columns_rebuilt_2026-04-22.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\target_match_columns_rebuilt_2026-04-22.txt",".txt","2026-04-22 19:28:40","REFERENCE"
"today_non_blocked_execution_batch1_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_execution_batch1_2026-04-20.csv",".csv","2026-04-20 18:43:26","REFERENCE"
"today_non_blocked_execution_batch1_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_execution_batch1_2026-04-20.txt",".txt","2026-04-20 18:43:26","REFERENCE"
"today_non_blocked_execution_batch1_files_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_execution_batch1_files_2026-04-20.csv",".csv","2026-04-20 18:46:23","REFERENCE"
"today_non_blocked_execution_batch1_files_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_execution_batch1_files_2026-04-20.txt",".txt","2026-04-20 18:46:23","REFERENCE"
"today_non_blocked_execution_queue_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_execution_queue_2026-04-20.csv",".csv","2026-04-20 18:38:22","REFERENCE"
"today_non_blocked_execution_queue_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_execution_queue_2026-04-20.txt",".txt","2026-04-20 18:38:22","REFERENCE"
"today_non_blocked_first_file_authoritative_newvalue_import_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_authoritative_newvalue_import_2026-04-20.csv",".csv","2026-04-21 14:53:50","REFERENCE"
"today_non_blocked_first_file_field_extract_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_field_extract_2026-04-20.csv",".csv","2026-04-20 18:53:36","REFERENCE"
"today_non_blocked_first_file_field_extract_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_field_extract_2026-04-20.txt",".txt","2026-04-20 18:53:36","REFERENCE"
"today_non_blocked_first_file_placeholder_actions_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_placeholder_actions_2026-04-20.csv",".csv","2026-04-20 18:57:46","REFERENCE"
"today_non_blocked_first_file_placeholder_actions_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_placeholder_actions_2026-04-20.txt",".txt","2026-04-20 18:57:46","REFERENCE"
"today_non_blocked_first_file_review_target_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_review_target_2026-04-20.csv",".csv","2026-04-20 18:49:55","REFERENCE"
"today_non_blocked_first_file_review_target_2026-04-20.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_review_target_2026-04-20.txt",".txt","2026-04-20 18:49:55","REFERENCE"
"today_non_blocked_first_file_update_input_template_2026-04-20.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\today_non_blocked_first_file_update_input_template_2026-04-20.csv",".csv","2026-04-21 14:53:50","REFERENCE"
