"FileName","FullPath","Extension","LastWriteTime","ReviewBucket","TransitionStatus"
"tracker_exact_path_scan_execution_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_exact_path_scan_execution_log.csv",".csv","2026-04-14 19:55:58","TRACKER","READY_FOR_REVIEW"
"tracker_exact_path_candidate_scan.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_exact_path_candidate_scan.csv",".csv","2026-04-14 19:44:41","TRACKER","READY_FOR_REVIEW"
"kids_snapshot_archive_task_template.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_archive_task_template.csv",".csv","2026-04-14 19:35:16","TASKING","READY_FOR_REVIEW"
"tracker_selected_path_fill_template.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_selected_path_fill_template.csv",".csv","2026-04-14 19:34:36","TRACKER","READY_FOR_REVIEW"
"tracker_snapshot_task_queue.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_snapshot_task_queue.csv",".csv","2026-04-14 19:27:36","TRACKER","READY_FOR_REVIEW"
"tracker_selected_target_population.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_selected_target_population.csv",".csv","2026-04-14 19:21:23","TRACKER","READY_FOR_REVIEW"
"tracker_apply_precheck.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv",".csv","2026-04-14 19:21:23","TRACKER","READY_FOR_REVIEW"
"tracker_selected_target_manifest.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_selected_target_manifest.csv",".csv","2026-04-14 19:15:38","TRACKER","READY_FOR_REVIEW"
"tracker_shortlist_decision_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_shortlist_decision_log.csv",".csv","2026-04-14 19:15:38","TRACKER","READY_FOR_REVIEW"
"tracker_snapshot_execution_queue.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_snapshot_execution_queue.csv",".csv","2026-04-13 21:25:55","TRACKER","READY_FOR_REVIEW"
"tracker_target_shortlist.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_target_shortlist.csv",".csv","2026-04-13 21:25:55","TRACKER","READY_FOR_REVIEW"
"tracker_target_discovery.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_target_discovery.csv",".csv","2026-04-13 21:17:39","TRACKER","READY_FOR_REVIEW"
"tracker_target_population_status.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_target_population_status.csv",".csv","2026-04-13 21:17:39","TRACKER","READY_FOR_REVIEW"
"tracker_source_snapshot_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_source_snapshot_log.csv",".csv","2026-04-13 21:09:28","TRACKER","READY_FOR_REVIEW"
"tracker_source_update_register.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_source_update_register.csv",".csv","2026-04-13 21:09:28","TRACKER","READY_FOR_REVIEW"
"tracker_apply_readiness_validation.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_readiness_validation.csv",".csv","2026-04-13 20:57:04","TRACKER","READY_FOR_REVIEW"
"tracker_apply_gate.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_gate.txt",".txt","2026-04-13 20:57:04","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_apply_status.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_apply_status.csv",".csv","2026-04-13 20:39:32","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_target_map.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_target_map.csv",".csv","2026-04-13 20:39:32","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_execution_queue.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_execution_queue.csv",".csv","2026-04-13 20:31:30","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_change_log.csv","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_change_log.csv",".csv","2026-04-13 20:31:30","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_manifest.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_manifest.txt",".txt","2026-04-13 20:23:30","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_checklist.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_checklist.txt",".txt","2026-04-13 20:23:30","TRACKER","READY_FOR_REVIEW"
"tracker_refresh_status_snapshot.txt","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_refresh_status_snapshot.txt",".txt","2026-04-13 20:23:30","TRACKER","READY_FOR_REVIEW"
