"RelativePath","Extension","Signals","Priority","RecommendedAction","PassFailRule"
"frontend\src\features\adults\AdultsPostSessionInsightPanel.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPostSessionInsights.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsRouteConfig.ts",".ts","ROUTING_SIGNAL","P2","REVIEW_FOR_ROUTE_OR_NAV_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsScoring.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsSessionModes.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsSessionModeSelector.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsGameplayContent.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsGameplayPanel.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsLanding.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPersistence.ts",".ts","ADULTS_MODE_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsPostSessionInsightPanel.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPostSessionInsights.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsScoring.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsSessionModes.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\lib\api.QUARANTINED.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\lib\auth.ts",".ts","NAVIGATION_SIGNAL","P2","REVIEW_FOR_ROUTE_OR_NAV_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\main.tsx",".tsx","ROUTING_SIGNAL|ADULTS_MODE_SIGNAL|APP_ENTRY_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\pages\Daily.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\pages\Dashboard.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\pages\Progress.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\pages\PuzzlesPlay.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\pages\SolvePuzzle.tsx",".tsx","ROUTING_SIGNAL|NAVIGATION_SIGNAL","P2","REVIEW_FOR_ROUTE_OR_NAV_PATCH","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\progress\ProgressPage.tsx",".tsx","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\puzzles\phase5\phase5.registry.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\services\mindlab_v2_client_api.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\services\mindlab_v2_client_api_test.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\services\mindlab_v2_flow_orchestrator.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\test\dailyChallengeDetailPage.test.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\test\env.test.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\test\setup.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\test\smoke.test.ts",".ts","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_browser_app.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_engine_bridge.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_game_loop.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_game_test.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_input_handler.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_interaction_controller.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_01.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_02.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_03.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_04.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_05.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_06.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_07.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_08.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_09.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_10.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_11.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_12.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_13.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_14.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_15.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_16.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_17.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_18.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_19.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_20.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_21.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_22.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_23.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_24.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_certified_puzzle_25.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_first_puzzle.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_game_flow.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_main.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_mode_shell.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_progress.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_puzzle_02.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_puzzle_03.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_puzzle_04.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_puzzle_05.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\ui\mindlab_kids_puzzle_06.js",".js","NO_ROUTE_UI_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
