"DocId","RepoRelativePath","FileName","Extension","Status"
"KID-DOC-047","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_pre_apply_snapshot_execution_queue.csv","kids_pre_apply_snapshot_execution_queue.csv",".csv","DISCOVERED"
"KID-DOC-048","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_pre_apply_snapshot_manifest.csv","kids_pre_apply_snapshot_manifest.csv",".csv","DISCOVERED"
"KID-DOC-049","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_pre_apply_snapshot_path_planner.csv","kids_pre_apply_snapshot_path_planner.csv",".csv","DISCOVERED"
"KID-DOC-050","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_repo_file_inventory.csv","kids_repo_file_inventory.csv",".csv","DISCOVERED"
"KID-DOC-051","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_archive_task_template.csv","kids_snapshot_archive_task_template.csv",".csv","DISCOVERED"
"KID-DOC-052","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_archive_verification_log.csv","kids_snapshot_archive_verification_log.csv",".csv","DISCOVERED"
"KID-DOC-053","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_blocker_resolution.csv","kids_snapshot_blocker_resolution.csv",".csv","DISCOVERED"
"KID-DOC-054","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_blockers.csv","kids_snapshot_blockers.csv",".csv","DISCOVERED"
"KID-DOC-055","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_execution_status.csv","kids_snapshot_execution_status.csv",".csv","DISCOVERED"
"KID-DOC-056","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_output_register.csv","kids_snapshot_output_register.csv",".csv","DISCOVERED"
"KID-DOC-057","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_output_verification_queue.csv","kids_snapshot_output_verification_queue.csv",".csv","DISCOVERED"
"KID-DOC-058","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_path_plan.csv","kids_snapshot_path_plan.csv",".csv","DISCOVERED"
"KID-DOC-059","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_readiness_decision_log.csv","kids_snapshot_readiness_decision_log.csv",".csv","DISCOVERED"
"KID-DOC-060","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_snapshot_readiness_rollup.csv","kids_snapshot_readiness_rollup.csv",".csv","DISCOVERED"
"KID-DOC-061","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/kids_unified_readiness_blockers.csv","kids_unified_readiness_blockers.csv",".csv","DISCOVERED"
"KID-DOC-062","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/machine_patch_blocker_handoff_manifest_2026-04-17.txt","machine_patch_blocker_handoff_manifest_2026-04-17.txt",".txt","DISCOVERED"
"KID-DOC-063","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/machine_patch_blocker_register.csv","machine_patch_blocker_register.csv",".csv","DISCOVERED"
"KID-DOC-064","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/machine_patch_blocker_summary.txt","machine_patch_blocker_summary.txt",".txt","DISCOVERED"
"KID-DOC-065","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/non_blocked_remaining_work_report_2026-04-20.csv","non_blocked_remaining_work_report_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-066","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/non_blocked_remaining_work_summary_2026-04-20.txt","non_blocked_remaining_work_summary_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-067","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_execution_batch1_2026-04-20.csv","today_non_blocked_execution_batch1_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-068","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_execution_batch1_2026-04-20.txt","today_non_blocked_execution_batch1_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-069","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_execution_batch1_files_2026-04-20.csv","today_non_blocked_execution_batch1_files_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-070","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_execution_batch1_files_2026-04-20.txt","today_non_blocked_execution_batch1_files_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-071","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_execution_queue_2026-04-20.csv","today_non_blocked_execution_queue_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-072","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_execution_queue_2026-04-20.txt","today_non_blocked_execution_queue_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-073","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_authoritative_newvalue_import_2026-04-20.csv","today_non_blocked_first_file_authoritative_newvalue_import_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-074","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_field_extract_2026-04-20.csv","today_non_blocked_first_file_field_extract_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-075","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_field_extract_2026-04-20.txt","today_non_blocked_first_file_field_extract_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-076","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_placeholder_actions_2026-04-20.csv","today_non_blocked_first_file_placeholder_actions_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-077","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_placeholder_actions_2026-04-20.txt","today_non_blocked_first_file_placeholder_actions_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-078","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_review_target_2026-04-20.csv","today_non_blocked_first_file_review_target_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-079","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_review_target_2026-04-20.txt","today_non_blocked_first_file_review_target_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-080","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_update_input_template_2026-04-20.csv","today_non_blocked_first_file_update_input_template_2026-04-20.csv",".csv","DISCOVERED"
"KID-DOC-081","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/today_non_blocked_first_file_update_input_template_2026-04-20.txt","today_non_blocked_first_file_update_input_template_2026-04-20.txt",".txt","DISCOVERED"
"KID-DOC-082","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/unresolved_exact_source_gap_register.csv","unresolved_exact_source_gap_register.csv",".csv","DISCOVERED"
"KID-DOC-083","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/unresolved_exact_source_gap_summary.txt","unresolved_exact_source_gap_summary.txt",".txt","DISCOVERED"
"KID-DOC-084","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/unresolved_exact_source_patch_templates_summary.txt","unresolved_exact_source_patch_templates_summary.txt",".txt","DISCOVERED"
"KID-DOC-085","docs/planning/kids_certified/00_control/apply_gate_rollup_2026-04-13/wave2_ready_import_reconstruction_map_2026-04-21.csv","wave2_ready_import_reconstruction_map_2026-04-21.csv",".csv","DISCOVERED"
"KID-DOC-086","docs/planning/kids_certified/00_control/apply_snapshots_2026-04-14/apply_snapshot_area_checklist.csv","apply_snapshot_area_checklist.csv",".csv","DISCOVERED"
"KID-DOC-087","docs/planning/kids_certified/00_control/apply_snapshots_2026-04-14/apply_snapshot_execution_template.csv","apply_snapshot_execution_template.csv",".csv","DISCOVERED"
"KID-DOC-088","docs/planning/kids_certified/00_control/apply_snapshots_2026-04-14/apply_snapshot_run_log.csv","apply_snapshot_run_log.csv",".csv","DISCOVERED"
"KID-DOC-089","docs/planning/kids_certified/00_control/apply_snapshots_2026-04-14/apply_snapshot_workspace_manifest.txt","apply_snapshot_workspace_manifest.txt",".txt","DISCOVERED"
"KID-DOC-090","docs/planning/kids_certified/00_control/exact_source_blocked_status_path_probe_2026-04-22.csv","exact_source_blocked_status_path_probe_2026-04-22.csv",".csv","DISCOVERED"
"KID-DOC-091","docs/planning/kids_certified/00_control/exact_source_blocked_status_path_probe_2026-04-22.txt","exact_source_blocked_status_path_probe_2026-04-22.txt",".txt","DISCOVERED"
"KID-DOC-092","docs/planning/kids_certified/00_control/kids_certified_bundle_manifest.csv","kids_certified_bundle_manifest.csv",".csv","DISCOVERED"
"KID-DOC-093","docs/planning/kids_certified/00_control/kids_certified_next_execution_queue.md","kids_certified_next_execution_queue.md",".md","DISCOVERED"
"KID-DOC-094","docs/planning/kids_certified/00_control/kids_certified_pending_counts.csv","kids_certified_pending_counts.csv",".csv","DISCOVERED"
"KID-DOC-095","docs/planning/kids_certified/00_control/post_seed_validation_2026-04-13/post_seed_artifact_validation_results.csv","post_seed_artifact_validation_results.csv",".csv","DISCOVERED"
"KID-DOC-096","docs/planning/kids_certified/00_control/post_seed_validation_2026-04-13/post_seed_required_artifacts.csv","post_seed_required_artifacts.csv",".csv","DISCOVERED"
"KID-DOC-097","docs/planning/kids_certified/00_control/post_seed_validation_2026-04-13/post_seed_validation_manifest.txt","post_seed_validation_manifest.txt",".txt","DISCOVERED"
"KID-DOC-098","docs/planning/kids_certified/00_control/README.md","README.md",".md","DISCOVERED"
"KID-DOC-099","docs/planning/kids_certified/00_control/restore_manifest_2026-04-15/kids_missing_source_restore_check.csv","kids_missing_source_restore_check.csv",".csv","DISCOVERED"
"KID-DOC-100","docs/planning/kids_certified/00_control/restore_manifest_2026-04-15/kids_missing_source_restore_created.csv","kids_missing_source_restore_created.csv",".csv","DISCOVERED"
"KID-DOC-101","docs/planning/kids_certified/00_control/restore_manifest_2026-04-15/kids_missing_source_restore_manifest.csv","kids_missing_source_restore_manifest.csv",".csv","DISCOVERED"
"KID-DOC-102","docs/planning/kids_certified/00_control/restore_manifest_2026-04-15/kids_missing_source_restore_pending.csv","kids_missing_source_restore_pending.csv",".csv","DISCOVERED"
"KID-DOC-103","docs/planning/kids_certified/00_control/restore_manifest_2026-04-15/kids_missing_source_restore_summary.txt","kids_missing_source_restore_summary.txt",".txt","DISCOVERED"
"KID-DOC-104","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_apply_gate.txt","tracker_apply_gate.txt",".txt","DISCOVERED"
"KID-DOC-105","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_apply_precheck.csv","tracker_apply_precheck.csv",".csv","DISCOVERED"
"KID-DOC-106","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_apply_readiness_rollup.csv","tracker_apply_readiness_rollup.csv",".csv","DISCOVERED"
"KID-DOC-107","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_apply_readiness_validation.csv","tracker_apply_readiness_validation.csv",".csv","DISCOVERED"
"KID-DOC-108","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_broader_exact_path_scan.csv","tracker_broader_exact_path_scan.csv",".csv","DISCOVERED"
"KID-DOC-109","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_deep_exact_path_matches.csv","tracker_deep_exact_path_matches.csv",".csv","DISCOVERED"
"KID-DOC-110","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_exact_path_candidate_scan.csv","tracker_exact_path_candidate_scan.csv",".csv","DISCOVERED"
"KID-DOC-111","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_exact_path_resolution.csv","tracker_exact_path_resolution.csv",".csv","DISCOVERED"
"KID-DOC-112","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_exact_path_scan_execution_log.csv","tracker_exact_path_scan_execution_log.csv",".csv","DISCOVERED"
"KID-DOC-113","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_exact_path_suggestions.csv","tracker_exact_path_suggestions.csv",".csv","DISCOVERED"
"KID-DOC-114","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_exact_path_verification_queue.csv","tracker_exact_path_verification_queue.csv",".csv","DISCOVERED"
"KID-DOC-115","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_fallback_auto_resolution_audit.csv","tracker_fallback_auto_resolution_audit.csv",".csv","DISCOVERED"
"KID-DOC-116","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_final_unresolved_blockers.csv","tracker_final_unresolved_blockers.csv",".csv","DISCOVERED"
"KID-DOC-117","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_manual_exact_path_intake.csv","tracker_manual_exact_path_intake.csv",".csv","DISCOVERED"
"KID-DOC-118","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_manual_exact_path_selection.csv","tracker_manual_exact_path_selection.csv",".csv","DISCOVERED"
"KID-DOC-119","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_no_match_blockers.csv","tracker_no_match_blockers.csv",".csv","DISCOVERED"
"KID-DOC-120","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_apply_status.csv","tracker_refresh_apply_status.csv",".csv","DISCOVERED"
"KID-DOC-121","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_change_log.csv","tracker_refresh_change_log.csv",".csv","DISCOVERED"
"KID-DOC-122","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_checklist.txt","tracker_refresh_checklist.txt",".txt","DISCOVERED"
"KID-DOC-123","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_execution_queue.csv","tracker_refresh_execution_queue.csv",".csv","DISCOVERED"
"KID-DOC-124","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_manifest.txt","tracker_refresh_manifest.txt",".txt","DISCOVERED"
"KID-DOC-125","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_status_snapshot.txt","tracker_refresh_status_snapshot.txt",".txt","DISCOVERED"
"KID-DOC-126","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_refresh_target_map.csv","tracker_refresh_target_map.csv",".csv","DISCOVERED"
"KID-DOC-127","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_remaining_unresolved_exact_paths.csv","tracker_remaining_unresolved_exact_paths.csv",".csv","DISCOVERED"
"KID-DOC-128","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_selected_path_fill_template.csv","tracker_selected_path_fill_template.csv",".csv","DISCOVERED"
"KID-DOC-129","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_selected_target_manifest.csv","tracker_selected_target_manifest.csv",".csv","DISCOVERED"
"KID-DOC-130","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_selected_target_population.csv","tracker_selected_target_population.csv",".csv","DISCOVERED"
"KID-DOC-131","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_shortlist_decision_log.csv","tracker_shortlist_decision_log.csv",".csv","DISCOVERED"
"KID-DOC-132","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_snapshot_execution_queue.csv","tracker_snapshot_execution_queue.csv",".csv","DISCOVERED"
"KID-DOC-133","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_snapshot_task_queue.csv","tracker_snapshot_task_queue.csv",".csv","DISCOVERED"
"KID-DOC-134","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_source_snapshot_log.csv","tracker_source_snapshot_log.csv",".csv","DISCOVERED"
"KID-DOC-135","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_source_update_register.csv","tracker_source_update_register.csv",".csv","DISCOVERED"
"KID-DOC-136","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_target_discovery.csv","tracker_target_discovery.csv",".csv","DISCOVERED"
"KID-DOC-137","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_target_population_status.csv","tracker_target_population_status.csv",".csv","DISCOVERED"
"KID-DOC-138","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_target_shortlist.csv","tracker_target_shortlist.csv",".csv","DISCOVERED"
"KID-DOC-139","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_unresolved_candidate_paths.csv","tracker_unresolved_candidate_paths.csv",".csv","DISCOVERED"
"KID-DOC-140","docs/planning/kids_certified/00_control/tracker_refresh_2026-04-12/tracker_unresolved_exact_paths.csv","tracker_unresolved_exact_paths.csv",".csv","DISCOVERED"
"KID-DOC-141","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_apply_readiness_validation.csv","governance_apply_readiness_validation.csv",".csv","DISCOVERED"
"KID-DOC-142","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_broader_exact_path_scan.csv","governance_broader_exact_path_scan.csv",".csv","DISCOVERED"
"KID-DOC-143","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_closure_language_draft.txt","governance_closure_language_draft.txt",".txt","DISCOVERED"
"KID-DOC-144","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_exact_path_candidate_scan.csv","governance_exact_path_candidate_scan.csv",".csv","DISCOVERED"
"KID-DOC-145","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_exact_path_resolution.csv","governance_exact_path_resolution.csv",".csv","DISCOVERED"
"KID-DOC-146","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_exact_path_scan_execution_log.csv","governance_exact_path_scan_execution_log.csv",".csv","DISCOVERED"
"KID-DOC-147","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_exact_path_suggestions.csv","governance_exact_path_suggestions.csv",".csv","DISCOVERED"
"KID-DOC-148","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_exact_path_verification_queue.csv","governance_exact_path_verification_queue.csv",".csv","DISCOVERED"
"KID-DOC-149","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_fallback_auto_resolution_audit.csv","governance_fallback_auto_resolution_audit.csv",".csv","DISCOVERED"
"KID-DOC-150","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_final_unresolved_blockers.csv","governance_final_unresolved_blockers.csv",".csv","DISCOVERED"
"KID-DOC-151","docs/planning/kids_certified/01_governance/closure_sync_2026-04-12/governance_manual_exact_path_intake.csv","governance_manual_exact_path_intake.csv",".csv","DISCOVERED"
