"FilePath","LineNumber","Keyword","Snippet","RecommendedAction"
"backend/src/game/ai_dataset_export_orchestrator_v2_test.js","7","ADULTS_REFERENCE","ageMode: ""adults"",","Review before Adults route placement design."
"backend/src/game/ai_dataset_export_orchestrator_v2_test.js","34","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/game/ai_dataset_export_v2.js","13","AGE_MODE_REFERENCE","ageMode: input.ageMode || """",","Review before Adults route placement design."
"backend/src/game/ai_dataset_export_v2_schema.json","7","AGE_MODE_REFERENCE","""ageMode"": """",","Review before Adults route placement design."
"backend/src/game/ai_dataset_export_v2_test.js","11","ADULTS_REFERENCE","ageMode: ""adults"",","Review before Adults route placement design."
"backend/src/game/ai_dataset_export_v2_test.js","37","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/game/cognitive_monthly_report_generator_v2_test.js","24","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/game/cognitive_report_generator_v2_test.js","23","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/game/mindlab_v2_route_registry_test.js","21","ADULTS_REFERENCE","ageMode: ""adults"",","Review before Adults route placement design."
"backend/src/game/mindlab_v2_route_registry_test.js","57","ADULTS_REFERENCE","ageMode: ""adults"",","Review before Adults route placement design."
"backend/src/game/mindlab_v2_route_registry_test.js","95","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/game/puzzle_dna_v2_schema.json","25","ADULTS_REFERENCE","""ageModeCompatibility"": [""kids"", ""adults"", ""seniors""]","Review before Adults route placement design."
"backend/src/game/puzzle_generation_api_controller_v2_test.js","6","ADULTS_REFERENCE","ageMode: ""adults"",","Review before Adults route placement design."
"backend/src/game/puzzle_generation_api_controller_v2_test.js","34","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/game/puzzle_generation_request_v2_schema.json","4","AGE_MODE_REFERENCE","""ageMode"": """",","Review before Adults route placement design."
"backend/src/game/user_skill_profile_v2_schema.json","4","AGE_MODE_REFERENCE","""ageMode"": """",","Review before Adults route placement design."
"backend/src/game/user_skill_progression_v2_test.js","12","ADULTS_REFERENCE","ageMode: ""adults"",","Review before Adults route placement design."
"backend/src/game/user_skill_progression_v2_test.js","53","AGE_MODE_REFERENCE","console.error(err.message || err);","Review before Adults route placement design."
"backend/src/uxhelpers.js","9","AGE_MODE_REFERENCE","detail: process.env.NODE_ENV === 'production' ? undefined : String(err.message || err)","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/App.backup.js","6","KIDS_REFERENCE","return (_jsxs(""main"", { className: ""p-8"", children: [_jsx(""h1"", { className: ""text-4xl font-bold mb-4"", children: ""MindLab Frontend"" }), _jsxs(""p"", { className: ""mb-4 text-sm"", children: [""API base: "", apiBase] }), _jsx(HealthPanel, {}), _jsx(DailyChallengeHomeCard, {})] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/App.js","6","KIDS_REFERENCE","return (_jsxs(""main"", { children: [_jsx(""h1"", { children: ""MindLab Frontend"" }), _jsx(HealthPanel, {}), _jsx(GamePanel, {}), _jsx(ProgressPanel, {})] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/auth.js","1","AGE_MODE_REFERENCE","export function getToken() { return localStorage.getItem(""token""); }","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/auth.js","2","AGE_MODE_REFERENCE","export function clearAuth() { localStorage.removeItem(""token""); window.location.href = ""/login""; }","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/dailyChallengeApi.js","17","AGE_MODE_REFERENCE","let message = `HTTP ${response.status}`;","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/dailyChallengeApi.js","21","AGE_MODE_REFERENCE","message += ` - ${text}`;","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/dailyChallengeApi.js","27","AGE_MODE_REFERENCE","throw new Error(message);","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","6","AGE_MODE_REFERENCE","* Full Daily Challenge detail page.","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","12","AGE_MODE_REFERENCE","export const DailyChallengeDetailPage = () => {","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","42","AGE_MODE_REFERENCE","setLoadError(err?.message ?? ""Failed to load daily challenge."");","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","79","AGE_MODE_REFERENCE","setAnswerError(err?.message ?? ""Failed to submit answer."");","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","85","KIDS_REFERENCE","return (_jsxs(""div"", { style: { maxWidth: 900, margin: ""0 auto"", padding: ""1.5rem"" }, children: [_jsx(""h1"", { children: ""Daily Challenge"" }), _jsx(""p"", { style: { color: ""#555"" }, children: headline }), loadState === ""loading"" && _jsx(""p"", { children: ""Loading daily challenge\u2026"" }), loadState === ""error"" && (_jsxs(""p"", { style: { color: ""red"" }, children: [""Error loading daily challenge: "", loadError] })), instance && (_jsxs(_Fragment, { children: [_jsxs(""section"", { style: { marginTop: ""1rem"", marginBottom: ""1.5rem"" }, children: [_jsx(""strong"", { children: ""Status:"" }), "" "", instance.status, "" \u00B7"", "" "", _jsx(""strong"", { children: ""Progress:"" }), "" "", instance.completedCount, "" /"", "" "", instance.totalPuzzles] }), _jsxs(""div"", { style: { display: ""flex"", gap: ""1.5rem"", alignItems: ""flex-start"" }, children: [_jsxs(""section"", { style: { flex: 1 }, children: [_jsx(""h2"", { children: ""Puzzles"" }), instance.puzzles.length === 0 && _jsx(""p"", { children: ""No puzzles for today."" }), _jsx(""ul"", { style: { listStyle: ""none"", padding: 0 }, children: instance.puzzles.map((puzzle) => (_jsxs(""li"", { style: {","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","94","KIDS_REFERENCE","}, onClick: () => setSelectedPuzzleId(puzzle.id), children: [_jsx(""div"", { style: { fontWeight: 600 }, children: puzzle.title }), _jsxs(""div"", { style: { fontSize: ""0.85rem"", color: ""#666"" }, children: [""Difficulty: "", puzzle.difficulty] })] }, puzzle.id))) })] }), _jsxs(""section"", { style: { flex: 1 }, children: [_jsx(""h2"", { children: ""Answer"" }), !selectedPuzzle && _jsx(""p"", { children: ""Select a puzzle to answer."" }), selectedPuzzle && (_jsxs(""form"", { onSubmit: handleSubmit, children: [_jsxs(""p"", { children: [""Answering: "", _jsx(""strong"", { children: selectedPuzzle.title })] }), _jsxs(""label"", { style: { display: ""block"", marginBottom: ""0.5rem"" }, children: [""Your answer"", _jsx(""input"", { type: ""text"", value: answerText, onChange: (e) => setAnswerText(e.target.value), style: {","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","100","KIDS_REFERENCE","} })] }), _jsxs(""p"", { style: { fontSize: ""0.8rem"", color: ""#888"" }, children: [""Hint for the demo backend: try "", _jsx(""code"", { children: demoAnswerHint }), "".""] }), answerError && (_jsx(""p"", { style: { color: ""red"", marginTop: ""0.5rem"" }, children: answerError })), answerResult && (_jsx(""p"", { style: {","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","103","KIDS_REFERENCE","}, children: answerResult.correct","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","114","KIDS_REFERENCE","}, children: answerState === ""submitting""","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeDetailPage.js","118","AGE_MODE_REFERENCE","export default DailyChallengeDetailPage;","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","5","AGE_MODE_REFERENCE","* Small card to show Daily Challenge status on the home page.","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","26","AGE_MODE_REFERENCE","setError(err?.message ?? ""Unable to load Daily Challenge status."");","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","42","KIDS_REFERENCE","body = _jsx(""p"", { className: ""text-sm text-gray-500"", children: ""Loading Daily Challenge\u2026"" });","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","45","KIDS_REFERENCE","body = (_jsxs(""p"", { className: ""text-sm text-red-600"", children: [""Daily Challenge status unavailable: "", error] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","53","KIDS_REFERENCE","body = (_jsxs(_Fragment, { children: [_jsxs(""p"", { className: ""text-sm text-gray-600"", children: [""Today: "", _jsx(""strong"", { children: status.challengeDate }), "" \u00B7 Band"", "" "", _jsx(""strong"", { children: status.band })] }), _jsxs(""p"", { className: ""text-sm text-gray-600 mt-1"", children: [""Progress:"", "" "", _jsxs(""strong"", { children: [status.puzzlesCompletedToday, "" / "", status.totalPuzzlesForToday] }), "" "", ""puzzles""] }), _jsxs(""p"", { className: ""text-sm text-gray-600 mt-1"", children: [""Streak: "", _jsx(""strong"", { children: status.streakCount }), "" day"", status.streakCount === 1 ? """" : ""s""] }), _jsxs(""p"", { className: ""text-sm font-semibold mt-2"", children: [""Status: "", _jsx(""span"", { className: ""text-blue-700"", children: friendlyStatus })] })] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","56","KIDS_REFERENCE","body = (_jsx(""p"", { className: ""text-sm text-gray-500"", children: ""No Daily Challenge information available."" }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/DailyChallengeHomeCard.js","58","KIDS_REFERENCE","return (_jsxs(""section"", { className: ""daily-challenge-card border rounded-lg p-4 shadow-sm bg-white"", children: [_jsx(""h2"", { className: ""text-lg font-bold mb-2"", children: ""Daily Challenge"" }), body, _jsx(""button"", { type: ""button"", onClick: handleOpenClick, className: ""mt-4 inline-flex items-center px-3 py-2 text-sm font-semibold rounded-md border border-blue-600 text-blue-600 hover:bg-blue-50"", children: ""Open Daily Challenge"" })] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/ErrorBanner.js","10","KIDS_REFERENCE","}, children: [_jsx(""strong"", { children: ""Frontend Error:"" }), "" "", error] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/ErrorBoundary.js","9","AGE_MODE_REFERENCE","return { hasError: true, msg: String(err?.message || err) };","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/ErrorBoundary.js","13","KIDS_REFERENCE","return (_jsxs(""div"", { role: ""alert"", ""aria-live"": ""assertive"", style: { background: '#fee', padding: 12, border: '1px solid #f88' }, children: [_jsx(""strong"", { children: ""Something went wrong."" }), _jsx(""div"", { children: this.state.msg }), _jsx(""button"", { onClick: () => location.reload(), children: ""Reload"" })] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/ErrorBoundary.js","15","KIDS_REFERENCE","return this.props.children;","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/GamePanel.js","53","KIDS_REFERENCE","return (_jsxs(""section"", { ""aria-label"": ""Puzzles section"", children: [_jsx(""h2"", { children: ""Puzzles"" }), loading && _jsx(""div"", { ""aria-live"": ""polite"", children: ""Loading puzzles\u2026"" }), !loading && !currentPuzzle && (_jsxs(""div"", { ""aria-live"": ""polite"", children: [_jsx(""p"", { children: ""No puzzle loaded."" }), _jsx(""button"", { type: ""button"", onClick: loadPuzzles, children: ""Reload puzzles"" })] })), currentPuzzle && (_jsxs(_Fragment, { children: [_jsx(""p"", { children: currentPuzzle.question }), _jsx(""ul"", { children: currentPuzzle.options.map((opt, idx) => (_jsx(""li"", { children: _jsx(""button"", { type: ""button"", onClick: () => handleOptionClick(idx), children: opt }) }, idx))) }), _jsx(""button"", { type: ""button"", onClick: nextPuzzle, children: ""Next puzzle"" })] })), status && (_jsx(""div"", { role: ""status"", ""aria-live"": ""polite"", children: status }))] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","14","AGE_MODE_REFERENCE","let message = ""failed"";","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","17","AGE_MODE_REFERENCE","""message"" in e &&","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","18","AGE_MODE_REFERENCE","typeof e.message === ""string"") {","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","19","AGE_MODE_REFERENCE","message = e.message;","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","21","AGE_MODE_REFERENCE","setState({ k: ""err"", message });","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","28","KIDS_REFERENCE","return (_jsxs(""section"", { ""aria-label"": ""Backend health"", children: [_jsx(""h2"", { children: ""Health"" }), _jsx(""p"", { children: ""Checking backend\u2026"" })] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","31","KIDS_REFERENCE","return (_jsxs(""section"", { ""aria-label"": ""Backend health"", children: [_jsx(""h2"", { children: ""Health"" }), _jsx(""p"", { children: ""Status: error"" }), _jsxs(""div"", { role: ""alert"", children: [""Failed to reach backend: "", state.message, "" "", _jsx(""button"", { type: ""button"", onClick: load, children: ""Retry"" })] })] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/HealthPanel.js","34","KIDS_REFERENCE","return (_jsxs(""section"", { ""aria-label"": ""Backend health"", children: [_jsx(""h2"", { children: ""Health"" }), _jsx(""p"", { children: ""Status: ok"" }), _jsx(""p"", { children: ""Backend is healthy (ok: true)."" }), _jsx(""pre"", { ""aria-live"": ""polite"", children: JSON.stringify(state.data, null, 2) })] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/main.js","5","AGE_MODE_REFERENCE","import DailyChallengeDetailPage from ""./daily-challenge/DailyChallengeDetailPage"";","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/main.js","13","KIDS_REFERENCE","ReactDOM.createRoot(document.getElementById(""root"")).render(_jsx(React.StrictMode, { children: isDailyRoute ? _jsx(DailyChallengeDetailPage, {}) : _jsx(App, {}) }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/ProgressPanel.js","26","KIDS_REFERENCE","return (_jsxs(""section"", { ""aria-label"": ""Progress"", children: [_jsx(""h2"", { children: ""Progress"" }), loading && _jsx(""div"", { ""aria-live"": ""polite"", children: ""Loading progress\u2026"" }), error && (_jsxs(""div"", { role: ""alert"", children: [error, "" "", _jsx(""button"", { type: ""button"", onClick: load, children: ""Retry"" })] })), !loading && !error && progress && (_jsx(""div"", { ""aria-live"": ""polite"", children: _jsxs(""p"", { children: [""Solved "", progress.solvedPuzzles, "" of "", progress.totalPuzzles, "" puzzles.""] }) }))] }));","Review before Adults route placement design."
"frontend/src/_legacy_js_backup_20251208/ResultBanner.js","10","KIDS_REFERENCE","}, children: text }));","Review before Adults route placement design."
"frontend/src/App.tsx","3","AGE_MODE_REFERENCE","import DailyChallengeDetailPage from ""./daily-challenge/DailyChallengeDetailPage"";","Review before Adults route placement design."
"frontend/src/App.tsx","4","AGE_MODE_REFERENCE","import ProgressPage from ""./progress/ProgressPage"";","Review before Adults route placement design."
"frontend/src/App.tsx","5","AGE_MODE_REFERENCE","import SolvePuzzle from ""./pages/SolvePuzzle"";","Review before Adults route placement design."
"frontend/src/App.tsx","29","AGE_MODE_REFERENCE","<Route path=""/app/daily"" element={<DailyChallengeDetailPage />} />","Review before Adults route placement design."
"frontend/src/App.tsx","30","AGE_MODE_REFERENCE","<Route path=""/app/progress"" element={<ProgressPage />} />","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","5","KIDS_REFERENCE","import { getKidsPuzzleByStage } from ""../data/kids/mindlab_kids_content_selector.js"";","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","21","KIDS_REFERENCE","export async function startMindLabKidsRuntime(containerSelector = ""#app"") {","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","66","AGE_MODE_REFERENCE","const activeStage = state.stage || ""K1"";","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","67","KIDS_REFERENCE","const puzzle = getKidsPuzzleByStage(activeStage, 0);","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","70","AGE_MODE_REFERENCE","throw new Error(""No puzzle available for current stage"");","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","98","KIDS_REFERENCE","userId: ""kids-runtime-user"",","Review before Adults route placement design."
"frontend/src/app/mindlab_kids_runtime.js","114","AGE_MODE_REFERENCE","stage: activeStage,","Review before Adults route placement design."
"frontend/src/auth.ts","2","AGE_MODE_REFERENCE","export const saveToken = (t:string)=> localStorage.setItem(KEY, t);","Review before Adults route placement design."
"frontend/src/auth.ts","3","AGE_MODE_REFERENCE","export const getToken = ()=> localStorage.getItem(KEY);","Review before Adults route placement design."
"frontend/src/auth.ts","4","AGE_MODE_REFERENCE","export const clearToken= ()=> localStorage.removeItem(KEY);","Review before Adults route placement design."
"frontend/src/components/DailyCompletionCard.tsx","29","AGE_MODE_REFERENCE","// Friendly messages (safe, no backend impact)","Review before Adults route placement design."
"frontend/src/components/DailyCompletionCard.tsx","30","AGE_MODE_REFERENCE","const messages = {","Review before Adults route placement design."
"frontend/src/components/DailyCompletionCard.tsx","43","AGE_MODE_REFERENCE","const selectedMessages = isCorrect ? messages.correct : messages.incorrect;","Review before Adults route placement design."
"frontend/src/components/DailyCompletionCard.tsx","83","AGE_MODE_REFERENCE","{selectedMessages.map((msg, i) => (","Review before Adults route placement design."
"frontend/src/components/ErrorBoundary.tsx","3","KIDS_REFERENCE","type P = { children: ReactNode };","Review before Adults route placement design."
"frontend/src/components/ErrorBoundary.tsx","9","AGE_MODE_REFERENCE","return { hasError: true, msg: String((err as any)?.message || err) };","Review before Adults route placement design."
"frontend/src/components/ErrorBoundary.tsx","21","KIDS_REFERENCE","return this.props.children;","Review before Adults route placement design."
"frontend/src/components/GamePanel.tsx","15","AGE_MODE_REFERENCE","} catch (e: any) { setErr(e?.message ?? 'network'); }","Review before Adults route placement design."
"frontend/src/components/HealthPanel.tsx","29","AGE_MODE_REFERENCE","setError(e?.message || ""Failed to reach backend"");","Review before Adults route placement design."
"frontend/src/components/ProgressPanel.tsx","11","AGE_MODE_REFERENCE","catch (e: any) { setErr(e?.message ?? 'network'); }","Review before Adults route placement design."
"frontend/src/daily-challenge/DailyChallengeDetailPage.tsx","11","AGE_MODE_REFERENCE","export default function DailyChallengeDetailPage() {","Review before Adults route placement design."
"frontend/src/daily-challenge/DailyChallengeDetailPage.tsx","49","AGE_MODE_REFERENCE","if (!cancelled) setLoadError(e?.message ?? ""Failed to load daily challenge."");","Review before Adults route placement design."
"frontend/src/daily-challenge/DailyChallengeDetailPage.tsx","98","AGE_MODE_REFERENCE","setSubmitError(err?.message ?? ""POST /daily/answer failed."");","Review before Adults route placement design."
"frontend/src/daily-challenge/DailyChallengeHomeCard.tsx","5","AGE_MODE_REFERENCE","* Small card to show Daily Challenge status on the home page.","Review before Adults route placement design."
"frontend/src/daily-challenge/DailyChallengeHomeCard.tsx","25","AGE_MODE_REFERENCE","setError(err?.message ?? ""Unable to load Daily Challenge status."");","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_content_selector.js","1","KIDS_REFERENCE","import { kidsPackIndex } from ""./mindlab_kids_pack_index.js"";","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_content_selector.js","3","KIDS_REFERENCE","export function getKidsPuzzleByStage(stage = ""K1"", index = 0) {","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_content_selector.js","4","KIDS_REFERENCE","const pack = kidsPackIndex[stage] || kidsPackIndex.K1 || [];","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","1","KIDS_REFERENCE","import { kidsPackK1 } from ""./packs/mindlab_kids_pack_k1.js"";","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","2","KIDS_REFERENCE","import { kidsPackK2 } from ""./packs/mindlab_kids_pack_k2.js"";","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","3","KIDS_REFERENCE","import { kidsPackK3 } from ""./packs/mindlab_kids_pack_k3.js"";","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","4","KIDS_REFERENCE","import { kidsPackK4 } from ""./packs/mindlab_kids_pack_k4.js"";","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","5","KIDS_REFERENCE","import { kidsPackK5 } from ""./packs/mindlab_kids_pack_k5.js"";","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","7","KIDS_REFERENCE","export const kidsPackIndex = {","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","8","KIDS_REFERENCE","K1: kidsPackK1,","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","9","KIDS_REFERENCE","K2: kidsPackK2,","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","10","KIDS_REFERENCE","K3: kidsPackK3,","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","11","KIDS_REFERENCE","K4: kidsPackK4,","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_pack_index.js","12","KIDS_REFERENCE","K5: kidsPackK5","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_seed_puzzles.js","1","KIDS_REFERENCE","export const kidsSeedPuzzles = [","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_seed_puzzles.js","3","KIDS_REFERENCE","id: ""KIDS-0001"",","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_seed_puzzles.js","4","KIDS_REFERENCE","title: ""Kids Runtime Seed Puzzle"",","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_seed_puzzles.js","5","AGE_MODE_REFERENCE","stage: ""K1"",","Review before Adults route placement design."
"frontend/src/data/kids/mindlab_kids_seed_puzzles.js","6","AGE_MODE_REFERENCE","category: ""Color Recognition"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k1.js","1","KIDS_REFERENCE","export const kidsPackK1 = [","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k1.js","4","AGE_MODE_REFERENCE","stage: ""K1"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k1.js","5","AGE_MODE_REFERENCE","category: ""Color Recognition"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k1.js","18","AGE_MODE_REFERENCE","stage: ""K1"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k1.js","19","AGE_MODE_REFERENCE","category: ""Shape Recognition"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k2.js","1","KIDS_REFERENCE","export const kidsPackK2 = [","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k2.js","4","AGE_MODE_REFERENCE","stage: ""K2"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k2.js","5","AGE_MODE_REFERENCE","category: ""Object Usage"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k2.js","19","AGE_MODE_REFERENCE","stage: ""K2"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k2.js","20","AGE_MODE_REFERENCE","category: ""Food and Daily Living"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k3.js","1","KIDS_REFERENCE","export const kidsPackK3 = [","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k3.js","4","AGE_MODE_REFERENCE","stage: ""K3"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k3.js","5","AGE_MODE_REFERENCE","category: ""Compare and Choose"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k3.js","19","AGE_MODE_REFERENCE","stage: ""K3"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k3.js","20","AGE_MODE_REFERENCE","category: ""Sequence and Order"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k4.js","1","KIDS_REFERENCE","export const kidsPackK4 = [","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k4.js","4","AGE_MODE_REFERENCE","stage: ""K4"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k4.js","5","AGE_MODE_REFERENCE","category: ""Multi-step Thinking"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k5.js","1","KIDS_REFERENCE","export const kidsPackK5 = [","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k5.js","4","AGE_MODE_REFERENCE","stage: ""K5"",","Review before Adults route placement design."
"frontend/src/data/kids/packs/mindlab_kids_pack_k5.js","5","AGE_MODE_REFERENCE","category: ""Multi-step Thinking"",","Review before Adults route placement design."
"frontend/src/engine/mindlab_adaptive_engine.js","2","AGE_MODE_REFERENCE","const { stage, performance } = state","Review before Adults route placement design."
