"RelativePath","Extension","Signals","Priority","RecommendedAction","PassFailRule"
"docs\planning\adults_foundation\02_source_inventory_2026-04-30\adults_source_inventory_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\02_source_inventory_2026-04-30\adults_source_inventory_summary_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\03_source_patch_plan_2026-04-30\adults_source_patch_plan_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\03_source_patch_plan_2026-04-30\adults_source_patch_targets_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\04_source_seed_2026-04-30\adults_source_seed_validation_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\05_validation_fix_2026-04-30\adults_validation_false_fail_fix_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\06_app_flow_integration_2026-04-30\adults_app_flow_integration_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\07_visible_ui_wiring_2026-04-30\adults_visible_ui_target_inventory_2026-04-30.csv",".csv","ADULTS_SIGNAL|TARGET_PATH_SIGNAL","P2","REVIEW_FOR_ACCEPTANCE_EVIDENCE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\07_visible_ui_wiring_2026-04-30\adults_visible_ui_wiring_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\08_frontend_validation_2026-04-30\frontend_build_test_validation_log_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\08_frontend_validation_2026-04-30\frontend_build_test_validation_summary_2026-04-30.csv",".csv","EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P2","REVIEW_FOR_ACCEPTANCE_EVIDENCE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\08_frontend_validation_2026-04-30\frontend_build_test_validation_summary_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\09_validation_closeout_2026-04-30\adults_validation_closeout_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\09_validation_closeout_2026-04-30\adults_validation_closeout_checklist_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\10_next_implementation_lane_2026-04-30\adults_next_implementation_lane_risks_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\10_next_implementation_lane_2026-04-30\adults_next_implementation_lane_roadmap_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\10_next_implementation_lane_2026-04-30\adults_next_implementation_lane_runbook_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\10_next_implementation_lane_2026-04-30\adults_next_implementation_lane_tracker_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\11_route_ui_target_inventory_2026-04-30\adults_route_ui_target_inventory_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\11_route_ui_target_inventory_2026-04-30\adults_route_ui_target_inventory_summary_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\12_confirmed_visible_ui_patch_2026-04-30\adults_confirmed_visible_ui_patch_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\12_confirmed_visible_ui_patch_2026-04-30\adults_confirmed_visible_ui_patch_checklist_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\13_frontend_validation_after_visible_patch_2026-04-30\frontend_validation_after_visible_patch_log_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\13_frontend_validation_after_visible_patch_2026-04-30\frontend_validation_after_visible_patch_summary_2026-04-30.csv",".csv","EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P2","REVIEW_FOR_ACCEPTANCE_EVIDENCE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\13_frontend_validation_after_visible_patch_2026-04-30\frontend_validation_after_visible_patch_summary_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\14_visible_ui_patch_closeout_2026-04-30\adults_visible_ui_patch_closeout_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\14_visible_ui_patch_closeout_2026-04-30\adults_visible_ui_patch_closeout_checklist_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\15_gameplay_routing_lane_2026-04-30\adults_gameplay_routing_lane_risks_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\15_gameplay_routing_lane_2026-04-30\adults_gameplay_routing_lane_roadmap_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\15_gameplay_routing_lane_2026-04-30\adults_gameplay_routing_lane_runbook_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\15_gameplay_routing_lane_2026-04-30\adults_gameplay_routing_lane_tracker_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\16_gameplay_routing_target_inventory_2026-04-30\adults_gameplay_routing_target_inventory_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\16_gameplay_routing_target_inventory_2026-04-30\adults_gameplay_routing_target_inventory_summary_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\17_confirmed_gameplay_routing_patch_2026-04-30\adults_confirmed_gameplay_routing_patch_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\17_confirmed_gameplay_routing_patch_2026-04-30\adults_confirmed_gameplay_routing_patch_checklist_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\18_frontend_validation_after_gameplay_routing_patch_2026-04-30\frontend_validation_after_gameplay_routing_patch_log_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\18_frontend_validation_after_gameplay_routing_patch_2026-04-30\frontend_validation_after_gameplay_routing_patch_summary_2026-04-30.csv",".csv","EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P2","REVIEW_FOR_ACCEPTANCE_EVIDENCE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\18_frontend_validation_after_gameplay_routing_patch_2026-04-30\frontend_validation_after_gameplay_routing_patch_summary_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\19_gameplay_routing_patch_closeout_2026-04-30\adults_gameplay_routing_patch_closeout_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\19_gameplay_routing_patch_closeout_2026-04-30\adults_gameplay_routing_patch_closeout_checklist_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\20_adults_implementation_checkpoint_2026-04-30\adults_implementation_checkpoint_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\20_adults_implementation_checkpoint_2026-04-30\adults_implementation_checkpoint_checklist_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|IMPLEMENTATION_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\20_adults_implementation_checkpoint_2026-04-30\adults_next_actions_after_checkpoint_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\21_gameplay_depth_progress_lane_2026-04-30\adults_gameplay_depth_progress_lane_risks_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\21_gameplay_depth_progress_lane_2026-04-30\adults_gameplay_depth_progress_lane_roadmap_2026-04-30.csv",".csv","ADULTS_SIGNAL|EVIDENCE_SIGNAL|FINAL_READINESS_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\adults_foundation\21_gameplay_depth_progress_lane_2026-04-30\adults_gameplay_depth_progress_lane_runbook_2026-04-30.txt",".txt","ADULTS_SIGNAL|EVIDENCE_SIGNAL|TARGET_PATH_SIGNAL","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
