"RelativePath","Extension","Signals","Priority","RecommendedAction","PassFailRule"
"frontend\src\ageModes\adultsFinalReadinessAcceptance.ts",".ts","EXISTING_AGE_CATEGORY_SIGNAL|ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\adultsGameplayDepthProgress.ts",".ts","EXISTING_AGE_CATEGORY_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\adultsGameplayRouting.ts",".ts","EXISTING_AGE_CATEGORY_SIGNAL|ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\AdultsModeVisiblePanel.tsx",".tsx","AGE_MODE_ARCHITECTURE_SIGNAL|EXISTING_AGE_CATEGORY_SIGNAL|ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\adultsPolishBalancingUx.ts",".ts","EXISTING_AGE_CATEGORY_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\ageModeRegistry.ts",".ts","AGE_MODE_ARCHITECTURE_SIGNAL|EXISTING_AGE_CATEGORY_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\appFlowAgeModes.ts",".ts","AGE_MODE_ARCHITECTURE_SIGNAL|EXISTING_AGE_CATEGORY_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\ageModes\index.ts",".ts","AGE_MODE_ARCHITECTURE_SIGNAL|EXISTING_AGE_CATEGORY_SIGNAL|ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\api.ts",".ts","GAMEPLAY_PROGRESS_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\apiService.js",".js","NO_SENIORS_ARCHITECTURE_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\App.backup.tsx",".tsx","GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\App.tsx",".tsx","ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL|PATCH_TARGET_PATH_SIGNAL","P1","SENIORS_PATCH_CANDIDATE_AFTER_ASSUMPTIONS","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\app\mindlab_kids_runtime.js",".js","EXISTING_AGE_CATEGORY_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\auth.ts",".ts","NO_SENIORS_ARCHITECTURE_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\DailyCompletionCard.tsx",".tsx","GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\ErrorBanner.tsx",".tsx","NO_SENIORS_ARCHITECTURE_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\ErrorBoundary.tsx",".tsx","ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\GamePanel.tsx",".tsx","ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\HealthPanel.tsx",".tsx","ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\ProgressPanel.tsx",".tsx","GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\components\ResultBanner.tsx",".tsx","NO_SENIORS_ARCHITECTURE_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\daily-challenge\dailyChallengeApi.ts",".ts","GAMEPLAY_PROGRESS_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","ROUTING_SIGNAL|GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\daily-challenge\models.ts",".ts","GAMEPLAY_PROGRESS_SIGNAL|ACCESSIBILITY_UX_SIGNAL","P2","REVIEW_FOR_SENIORS_ALIGNMENT","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
"frontend\src\data\kids\mindlab_kids_content_selector.js",".js","EXISTING_AGE_CATEGORY_SIGNAL","P3","NO_ACTION_NOW","PATCH_ONLY_AFTER_PATH_EXISTS_REPO_CLEAN_AND_SENIORS_ASSUMPTIONS_READY"
